G_ID,GDAY_DS,VISIT_KEY,HOME_KEY,HEADER_NO,GWEEK,STADIUM
20190425SKSS0,20190425,SK,SS,0,목,대구
20190426HTWO0,20190426,HT,WO,0,금,고척
20190426LTOB0,20190426,LT,OB,0,금,잠실
20190426SKKT0,20190426,SK,KT,0,금,수원
20190427HHNC0,20190427,HH,NC,0,토,창원
20190427HTWO0,20190427,HT,WO,0,토,고척
20190427LGSS0,20190427,LG,SS,0,토,대구
20190427LTOB0,20190427,LT,OB,0,토,잠실
20190427SKKT0,20190427,SK,KT,0,토,수원
20190428HHNC0,20190428,HH,NC,0,일,창원
20190428HTWO0,20190428,HT,WO,0,일,고척
20190428LGSS0,20190428,LG,SS,0,일,대구
20190428LTOB0,20190428,LT,OB,0,일,잠실
20190428SKKT0,20190428,SK,KT,0,일,수원
20190430KTLG0,20190430,KT,LG,0,화,잠실
20190430NCLT0,20190430,NC,LT,0,화,사직
20190430OBHH0,20190430,OB,HH,0,화,대전
20190430SSHT0,20190430,SS,HT,0,화,광주
20190430WOSK0,20190430,WO,SK,0,화,문학
20190501KTLG0,20190501,KT,LG,0,수,잠실
20190501NCLT0,20190501,NC,LT,0,수,사직
20190501OBHH0,20190501,OB,HH,0,수,대전
20190501SSHT0,20190501,SS,HT,0,수,광주
20190501WOSK0,20190501,WO,SK,0,수,문학
20190502KTLG0,20190502,KT,LG,0,목,잠실
20190502NCLT0,20190502,NC,LT,0,목,사직
20190502OBHH0,20190502,OB,HH,0,목,대전
20190502SSHT0,20190502,SS,HT,0,목,광주
20190502WOSK0,20190502,WO,SK,0,목,문학
20190503HTNC0,20190503,HT,NC,0,금,창원
20190503KTHH0,20190503,KT,HH,0,금,대전
20190503LGOB0,20190503,LG,OB,0,금,잠실
20190503SKLT0,20190503,SK,LT,0,금,사직
20190503SSWO0,20190503,SS,WO,0,금,고척
20190504HTNC0,20190504,HT,NC,0,토,창원
20190504KTHH0,20190504,KT,HH,0,토,대전
20190504LGOB0,20190504,LG,OB,0,토,잠실
20190504SKLT0,20190504,SK,LT,0,토,사직
20190504SSWO0,20190504,SS,WO,0,토,고척
20190505HTNC0,20190505,HT,NC,0,일,창원
20190505KTHH0,20190505,KT,HH,0,일,대전
20190505LGOB0,20190505,LG,OB,0,일,잠실
20190505SKLT0,20190505,SK,LT,0,일,사직
20190505SSWO0,20190505,SS,WO,0,일,고척
20190507HHSK0,20190507,HH,SK,0,화,문학
20190507HTOB0,20190507,HT,OB,0,화,잠실
20190507LGWO0,20190507,LG,WO,0,화,고척
20190507LTKT0,20190507,LT,KT,0,화,수원
20190507NCSS0,20190507,NC,SS,0,화,대구
20190508HHSK0,20190508,HH,SK,0,수,문학
20190508HTOB0,20190508,HT,OB,0,수,잠실
20190508LGWO0,20190508,LG,WO,0,수,고척
20190508LTKT0,20190508,LT,KT,0,수,수원
20190508NCSS0,20190508,NC,SS,0,수,대구
20190509HHSK0,20190509,HH,SK,0,목,문학
20190509HTOB0,20190509,HT,OB,0,목,잠실
20190509LGWO0,20190509,LG,WO,0,목,고척
20190509LTKT0,20190509,LT,KT,0,목,수원
20190509NCSS0,20190509,NC,SS,0,목,대구
20190510HHLG0,20190510,HH,LG,0,금,잠실
20190510LTSS0,20190510,LT,SS,0,금,대구
20190510OBNC0,20190510,OB,NC,0,금,창원
20190510SKHT0,20190510,SK,HT,0,금,광주
20190510WOKT0,20190510,WO,KT,0,금,수원
20190511HHLG0,20190511,HH,LG,0,토,잠실
20190511LTSS0,20190511,LT,SS,0,토,대구
20190511OBNC0,20190511,OB,NC,0,토,창원
20190511SKHT0,20190511,SK,HT,0,토,광주
20190511WOKT0,20190511,WO,KT,0,토,수원
20190512HHLG0,20190512,HH,LG,0,일,잠실
20190512LTSS0,20190512,LT,SS,0,일,대구
20190512OBNC0,20190512,OB,NC,0,일,창원
20190512SKHT0,20190512,SK,HT,0,일,광주
20190512WOKT0,20190512,WO,KT,0,일,수원
20190514KTHT0,20190514,KT,HT,0,화,광주
20190514LGLT0,20190514,LG,LT,0,화,사직
20190514SKNC0,20190514,SK,NC,0,화,창원
20190514SSOB0,20190514,SS,OB,0,화,잠실
20190514WOHH0,20190514,WO,HH,0,화,대전
20190515KTHT0,20190515,KT,HT,0,수,광주
20190515LGLT0,20190515,LG,LT,0,수,사직
20190515SKNC0,20190515,SK,NC,0,수,창원
20190515SSOB0,20190515,SS,OB,0,수,잠실
20190515WOHH0,20190515,WO,HH,0,수,대전
20190516KTHT0,20190516,KT,HT,0,목,광주
20190516LGLT0,20190516,LG,LT,0,목,사직
20190516SKNC0,20190516,SK,NC,0,목,창원
20190516SSOB0,20190516,SS,OB,0,목,잠실
20190516WOHH0,20190516,WO,HH,0,목,대전
20190517HTHH0,20190517,HT,HH,0,금,대전
20190517LTWO0,20190517,LT,WO,0,금,고척
20190517NCLG0,20190517,NC,LG,0,금,잠실
20190517OBSK0,20190517,OB,SK,0,금,문학
20190517SSKT0,20190517,SS,KT,0,금,수원
20190518HTHH0,20190518,HT,HH,0,토,대전
20190518LTWO0,20190518,LT,WO,0,토,고척
20190518NCLG0,20190518,NC,LG,0,토,잠실
20190518OBSK0,20190518,OB,SK,0,토,문학
20190518SSKT0,20190518,SS,KT,0,토,수원
20190519HTHH0,20190519,HT,HH,0,일,대전
20190519LTWO0,20190519,LT,WO,0,일,고척
20190521HHSS0,20190521,HH,SS,0,화,대구
20190521LTHT0,20190521,LT,HT,0,화,광주
20190521NCWO0,20190521,NC,WO,0,화,고척
20190521OBKT0,20190521,OB,KT,0,화,수원
20190521SKLG0,20190521,SK,LG,0,화,잠실
20190522HHSS0,20190522,HH,SS,0,수,대구
20190522LTHT0,20190522,LT,HT,0,수,광주
20190522NCWO0,20190522,NC,WO,0,수,고척
20190522OBKT0,20190522,OB,KT,0,수,수원
20190522SKLG0,20190522,SK,LG,0,수,잠실
20190523HHSS0,20190523,HH,SS,0,목,대구
20190523LTHT0,20190523,LT,HT,0,목,광주
20190523NCWO0,20190523,NC,WO,0,목,고척
20190523OBKT0,20190523,OB,KT,0,목,수원
20190523SKLG0,20190523,SK,LG,0,목,잠실
20190524HHOB0,20190524,HH,OB,0,금,잠실
20190524KTHT0,20190524,KT,HT,0,금,광주
20190524LGLT0,20190524,LG,LT,0,금,사직
20190524SKNC0,20190524,SK,NC,0,금,창원
20190524WOSS0,20190524,WO,SS,0,금,대구
20190525HHOB0,20190525,HH,OB,0,토,잠실
20190525KTHT0,20190525,KT,HT,0,토,광주
20190525LGLT0,20190525,LG,LT,0,토,사직
20190525SKNC0,20190525,SK,NC,0,토,창원
20190525WOSS0,20190525,WO,SS,0,토,대구
20190526HHOB0,20190526,HH,OB,0,일,잠실
20190526KTHT0,20190526,KT,HT,0,일,광주
20190526LGLT0,20190526,LG,LT,0,일,사직
20190526SKNC0,20190526,SK,NC,0,일,창원
20190526WOSS0,20190526,WO,SS,0,일,대구
20190528HTHH0,20190528,HT,HH,0,화,대전
20190528KTSK0,20190528,KT,SK,0,화,문학
20190528LGWO0,20190528,LG,WO,0,화,고척
20190528LTNC0,20190528,LT,NC,0,화,창원
20190528SSOB0,20190528,SS,OB,0,화,잠실
20190529HTHH0,20190529,HT,HH,0,수,대전
20190529KTSK0,20190529,KT,SK,0,수,문학
20190529LGWO0,20190529,LG,WO,0,수,고척
20190529LTNC0,20190529,LT,NC,0,수,창원
20190529SSOB0,20190529,SS,OB,0,수,잠실
20190530HTHH0,20190530,HT,HH,0,목,대전
20190530KTSK0,20190530,KT,SK,0,목,문학
20190530LGWO0,20190530,LG,WO,0,목,고척
20190530LTNC0,20190530,LT,NC,0,목,창원
20190530SSOB0,20190530,SS,OB,0,목,잠실
20190531HHSK0,20190531,HH,SK,0,금,문학
20190531NCLG0,20190531,NC,LG,0,금,잠실
20190531OBKT0,20190531,OB,KT,0,금,수원
20190531SSLT0,20190531,SS,LT,0,금,사직
20190531WOHT0,20190531,WO,HT,0,금,광주
20190601HHSK0,20190601,HH,SK,0,토,문학
20190601NCLG0,20190601,NC,LG,0,토,잠실
20190601OBKT0,20190601,OB,KT,0,토,수원
20190601SSLT0,20190601,SS,LT,0,토,사직
20190601WOHT0,20190601,WO,HT,0,토,광주
20190602HHSK0,20190602,HH,SK,0,일,문학
20190602NCLG0,20190602,NC,LG,0,일,잠실
20190602OBKT0,20190602,OB,KT,0,일,수원
20190602SSLT0,20190602,SS,LT,0,일,사직
20190602WOHT0,20190602,WO,HT,0,일,광주
20190604HHLT0,20190604,HH,LT,0,화,울산
20190604KTLG0,20190604,KT,LG,0,화,잠실
20190604NCSS0,20190604,NC,SS,0,화,대구
20190604OBHT0,20190604,OB,HT,0,화,광주
20190604SKWO0,20190604,SK,WO,0,화,고척
20190605HHLT0,20190605,HH,LT,0,수,울산
20190605KTLG0,20190605,KT,LG,0,수,잠실
20190605NCSS0,20190605,NC,SS,0,수,대구
20190605OBHT0,20190605,OB,HT,0,수,광주
20190605SKWO0,20190605,SK,WO,0,수,고척
20190606HHLT0,20190606,HH,LT,0,목,울산
20190606KTLG0,20190606,KT,LG,0,목,잠실
20190606NCSS0,20190606,NC,SS,0,목,대구
20190606OBHT0,20190606,OB,HT,0,목,광주
20190606SKWO0,20190606,SK,WO,0,목,고척
20190607HTNC0,20190607,HT,NC,0,금,창원
20190607LGHH0,20190607,LG,HH,0,금,대전
20190607LTKT0,20190607,LT,KT,0,금,수원
20190607SSSK0,20190607,SS,SK,0,금,문학
20190607WOOB0,20190607,WO,OB,0,금,잠실
20190608HTNC0,20190608,HT,NC,0,토,창원
20190608LGHH0,20190608,LG,HH,0,토,대전
20190608LTKT0,20190608,LT,KT,0,토,수원
20190608SSSK0,20190608,SS,SK,0,토,문학
20190608WOOB0,20190608,WO,OB,0,토,잠실
20190609HTNC0,20190609,HT,NC,0,일,창원
20190609LGHH0,20190609,LG,HH,0,일,대전
20190609LTKT0,20190609,LT,KT,0,일,수원
20190609SSSK0,20190609,SS,SK,0,일,문학
20190609WOOB0,20190609,WO,OB,0,일,잠실
20190611LTLG0,20190611,LT,LG,0,화,잠실
20190611OBHH0,20190611,OB,HH,0,화,대전
20190611SKKT0,20190611,SK,KT,0,화,수원
20190611SSHT0,20190611,SS,HT,0,화,광주
20190611WONC0,20190611,WO,NC,0,화,창원
20190612LTLG0,20190612,LT,LG,0,수,잠실
20190612OBHH0,20190612,OB,HH,0,수,대전
20190612SKKT0,20190612,SK,KT,0,수,수원
20190612SSHT0,20190612,SS,HT,0,수,광주
20190612WONC0,20190612,WO,NC,0,수,창원
20190613LTLG0,20190613,LT,LG,0,목,잠실
20190613OBHH0,20190613,OB,HH,0,목,대전
20190613SKKT0,20190613,SK,KT,0,목,수원
20190613SSHT0,20190613,SS,HT,0,목,광주
20190613WONC0,20190613,WO,NC,0,목,창원
20190614HHWO0,20190614,HH,WO,0,금,고척
20190614KTSS0,20190614,KT,SS,0,금,대구
20190614LGOB0,20190614,LG,OB,0,금,잠실
20190614NCSK0,20190614,NC,SK,0,금,문학
20190615HHWO0,20190615,HH,WO,0,토,고척
20190615HTLT0,20190615,HT,LT,0,토,사직
20190615KTSS0,20190615,KT,SS,0,토,대구
20190615LGOB0,20190615,LG,OB,0,토,잠실
20190615NCSK0,20190615,NC,SK,0,토,문학
20190616HHWO0,20190616,HH,WO,0,일,고척
20190616HTLT0,20190616,HT,LT,0,일,사직
20190616KTSS0,20190616,KT,SS,0,일,대구
20190616LGOB0,20190616,LG,OB,0,일,잠실
20190616NCSK0,20190616,NC,SK,0,일,문학
20190618KTWO0,20190618,KT,WO,0,화,고척
20190618LGSS0,20190618,LG,SS,0,화,대구
20190618LTHH0,20190618,LT,HH,0,화,대전
20190618NCOB0,20190618,NC,OB,0,화,잠실
20190618SKHT0,20190618,SK,HT,0,화,광주
20190619KTWO0,20190619,KT,WO,0,수,고척
20190619LGSS0,20190619,LG,SS,0,수,대구
20190619LTHH0,20190619,LT,HH,0,수,대전
20190619NCOB0,20190619,NC,OB,0,수,잠실
20190619SKHT0,20190619,SK,HT,0,수,광주
20190620KTWO0,20190620,KT,WO,0,목,고척
20190620LGSS0,20190620,LG,SS,0,목,대구
20190620LTHH0,20190620,LT,HH,0,목,대전
20190620NCOB0,20190620,NC,OB,0,목,잠실
20190620SKHT0,20190620,SK,HT,0,목,광주
20190621HTLG0,20190621,HT,LG,0,금,잠실
20190621NCKT0,20190621,NC,KT,0,금,수원
20190621OBSK0,20190621,OB,SK,0,금,문학
20190621SSHH0,20190621,SS,HH,0,금,대전
20190621WOLT0,20190621,WO,LT,0,금,사직
20190622HTLG0,20190622,HT,LG,0,토,잠실
20190622NCKT0,20190622,NC,KT,0,토,수원
20190622OBSK0,20190622,OB,SK,0,토,문학
20190622SSHH0,20190622,SS,HH,0,토,대전
20190622WOLT0,20190622,WO,LT,0,토,사직
20190623HTLG0,20190623,HT,LG,0,일,잠실
20190623NCKT0,20190623,NC,KT,0,일,수원
20190623OBSK0,20190623,OB,SK,0,일,문학
20190623SSHH0,20190623,SS,HH,0,일,대전
20190623WOLT0,20190623,WO,LT,0,일,사직
20190625HHNC0,20190625,HH,NC,0,화,창원
20190625HTWO0,20190625,HT,WO,0,화,고척
20190625KTLT0,20190625,KT,LT,0,화,사직
20190625OBSS0,20190625,OB,SS,0,화,포항
20190625SKLG0,20190625,SK,LG,0,화,잠실
20190626HTWO0,20190626,HT,WO,0,수,고척
20190626SKLG0,20190626,SK,LG,0,수,잠실
20190627HHNC0,20190627,HH,NC,0,목,창원
20190627HTWO0,20190627,HT,WO,0,목,고척
20190627KTLT0,20190627,KT,LT,0,목,사직
20190627OBSS0,20190627,OB,SS,0,목,포항
20190627SKLG0,20190627,SK,LG,0,목,잠실
20190628HTKT0,20190628,HT,KT,0,금,수원
20190628LGNC0,20190628,LG,NC,0,금,창원
20190628LTOB0,20190628,LT,OB,0,금,잠실
20190628SKSS0,20190628,SK,SS,0,금,대구
20190628WOHH0,20190628,WO,HH,0,금,대전
20190629HTKT0,20190629,HT,KT,0,토,수원
20190629LTOB0,20190629,LT,OB,0,토,잠실
20190630HTKT0,20190630,HT,KT,0,일,수원
20190630LGNC0,20190630,LG,NC,0,일,창원
20190630LTOB0,20190630,LT,OB,0,일,잠실
20190630SKSS0,20190630,SK,SS,0,일,대구
20190630WOHH0,20190630,WO,HH,0,일,대전
20190702HHLG0,20190702,HH,LG,0,화,잠실
20190702LTSK0,20190702,LT,SK,0,화,문학
20190702NCHT0,20190702,NC,HT,0,화,광주
20190702OBWO0,20190702,OB,WO,0,화,고척
20190702SSKT0,20190702,SS,KT,0,화,수원
20190703HHLG0,20190703,HH,LG,0,수,잠실
20190703LTSK0,20190703,LT,SK,0,수,문학
20190703NCHT0,20190703,NC,HT,0,수,광주
20190703OBWO0,20190703,OB,WO,0,수,고척
20190703SSKT0,20190703,SS,KT,0,수,수원
20190704HHLG0,20190704,HH,LG,0,목,잠실
20190704LTSK0,20190704,LT,SK,0,목,문학
20190704NCHT0,20190704,NC,HT,0,목,광주
20190704OBWO0,20190704,OB,WO,0,목,고척
20190704SSKT0,20190704,SS,KT,0,목,수원
20190705KTHH0,20190705,KT,HH,0,금,대전
20190705LGHT0,20190705,LG,HT,0,금,광주
20190705LTWO0,20190705,LT,WO,0,금,고척
20190705SKOB0,20190705,SK,OB,0,금,잠실
20190705SSNC0,20190705,SS,NC,0,금,창원
20190706KTHH0,20190706,KT,HH,0,토,대전
20190706LGHT0,20190706,LG,HT,0,토,광주
20190706LTWO0,20190706,LT,WO,0,토,고척
20190706SKOB0,20190706,SK,OB,0,토,잠실
20190706SSNC0,20190706,SS,NC,0,토,창원
20190707KTHH0,20190707,KT,HH,0,일,대전
20190707LGHT0,20190707,LG,HT,0,일,광주
20190707LTWO0,20190707,LT,WO,0,일,고척
20190707SKOB0,20190707,SK,OB,0,일,잠실
20190707SSNC0,20190707,SS,NC,0,일,창원
20190709HTSS0,20190709,HT,SS,0,화,대구
20190709NCLT0,20190709,NC,LT,0,화,사직
20190709OBLG0,20190709,OB,LG,0,화,잠실
20190709SKHH0,20190709,SK,HH,0,화,대전
20190709WOKT0,20190709,WO,KT,0,화,수원
20190711HTSS0,20190711,HT,SS,0,목,대구
20190711NCLT0,20190711,NC,LT,0,목,사직
20190711OBLG0,20190711,OB,LG,0,목,잠실
20190711SKHH0,20190711,SK,HH,0,목,대전
20190711WOKT0,20190711,WO,KT,0,목,수원
20190712HHHT0,20190712,HH,HT,0,금,광주
20190712KTNC0,20190712,KT,NC,0,금,창원
20190712OBLT0,20190712,OB,LT,0,금,사직
20190712SSLG0,20190712,SS,LG,0,금,잠실
20190712WOSK0,20190712,WO,SK,0,금,문학
20190713HHHT0,20190713,HH,HT,0,토,광주
20190713KTNC0,20190713,KT,NC,0,토,창원
20190713OBLT0,20190713,OB,LT,0,토,사직
20190713SSLG0,20190713,SS,LG,0,토,잠실
20190713WOSK0,20190713,WO,SK,0,토,문학
20190714HHHT0,20190714,HH,HT,0,일,광주
20190714KTNC0,20190714,KT,NC,0,일,창원
20190714OBLT0,20190714,OB,LT,0,일,사직
20190714SSLG0,20190714,SS,LG,0,일,잠실
20190714WOSK0,20190714,WO,SK,0,일,문학
20190716KTOB0,20190716,KT,OB,0,화,잠실
20190716LGSK0,20190716,LG,SK,0,화,문학
20190716NCHH0,20190716,NC,HH,0,화,청주
20190716SSWO0,20190716,SS,WO,0,화,고척
20190717KTOB0,20190717,KT,OB,0,수,잠실
20190717LGSK0,20190717,LG,SK,0,수,문학
20190717LTHT0,20190717,LT,HT,0,수,광주
20190717NCHH0,20190717,NC,HH,0,수,청주
20190717SSWO0,20190717,SS,WO,0,수,고척
20190718KTOB0,20190718,KT,OB,0,목,잠실
20190718LGSK0,20190718,LG,SK,0,목,문학
20190718LTHT0,20190718,LT,HT,0,목,광주
20190718NCHH0,20190718,NC,HH,0,목,청주
20190718SSWO0,20190718,SS,WO,0,목,고척
20190726HHSS0,20190726,HH,SS,0,금,대구
20190726NCWO0,20190726,NC,WO,0,금,고척
20190726SKLT0,20190726,SK,LT,0,금,사직
20190727HHSS0,20190727,HH,SS,0,토,대구
20190727HTOB0,20190727,HT,OB,0,토,잠실
20190727LGKT0,20190727,LG,KT,0,토,수원
20190727NCWO0,20190727,NC,WO,0,토,고척
20190727SKLT0,20190727,SK,LT,0,토,사직
20190728HHSS0,20190728,HH,SS,0,일,대구
20190728LGKT0,20190728,LG,KT,0,일,수원
20190728NCWO0,20190728,NC,WO,0,일,고척
20190728SKLT0,20190728,SK,LT,0,일,사직
20190730HHKT0,20190730,HH,KT,0,화,수원
20190730HTSK0,20190730,HT,SK,0,화,문학
20190730LTSS0,20190730,LT,SS,0,화,대구
20190730OBNC0,20190730,OB,NC,0,화,창원
20190730WOLG0,20190730,WO,LG,0,화,잠실
20190731HHKT0,20190731,HH,KT,0,수,수원
20190731HTSK0,20190731,HT,SK,0,수,문학
20190731LTSS0,20190731,LT,SS,0,수,대구
20190731OBNC0,20190731,OB,NC,0,수,창원
20190731WOLG0,20190731,WO,LG,0,수,잠실
20190801HHKT0,20190801,HH,KT,0,목,수원
20190801HTSK0,20190801,HT,SK,0,목,문학
20190801LTSS0,20190801,LT,SS,0,목,대구
20190801OBNC0,20190801,OB,NC,0,목,창원
20190801WOLG0,20190801,WO,LG,0,목,잠실
20190803KTWO0,20190803,KT,WO,0,토,고척
20190803NCHT0,20190803,NC,HT,0,토,광주
20190803OBLT0,20190803,OB,LT,0,토,사직
20190803SKHH0,20190803,SK,HH,0,토,대전
20190803SSLG0,20190803,SS,LG,0,토,잠실
20190804KTWO0,20190804,KT,WO,0,일,고척
20190804NCHT0,20190804,NC,HT,0,일,광주
20190804OBLT0,20190804,OB,LT,0,일,사직
20190804SKHH0,20190804,SK,HH,0,일,대전
20190804SSLG0,20190804,SS,LG,0,일,잠실
20190806HHOB0,20190806,HH,OB,0,화,잠실
20190806KTSK0,20190806,KT,SK,0,화,문학
20190806LGHT0,20190806,LG,HT,0,화,광주
20190807HHOB0,20190807,HH,OB,0,수,잠실
20190807KTSK0,20190807,KT,SK,0,수,문학
20190807LGHT0,20190807,LG,HT,0,수,광주
20190807SSNC0,20190807,SS,NC,0,수,창원
20190807WOLT0,20190807,WO,LT,0,수,울산
20190808HHHT0,20190808,HH,HT,0,목,광주
20190808KTOB0,20190808,KT,OB,0,목,잠실
20190808LGNC0,20190808,LG,NC,0,목,창원
20190808LTSS0,20190808,LT,SS,0,목,대구
20190808SKWO0,20190808,SK,WO,0,목,고척
20190809HHHT0,20190809,HH,HT,0,금,광주
20190809KTOB0,20190809,KT,OB,0,금,잠실
20190809LGNC0,20190809,LG,NC,0,금,창원
