,G_ID,T_ID,WAR_sum
315,20170507LGOB0,OB,31.590000000000003
316,20170507SKWO0,SK,20.67
317,20170507SKWO0,WO,27.68
318,20170507SSNC0,NC,23.310000000000002
319,20170507SSNC0,SS,13.090000000000002
320,20170509KTHT0,HT,35.16
321,20170509KTHT0,KT,10.220000000000002
322,20170510KTHT0,HT,21.580000000000002
323,20170510KTHT0,KT,13.300000000000002
324,20170510LGSS0,LG,26.669999999999998
325,20170510LGSS0,SS,20.0
326,20170510LTHH0,HH,16.25
327,20170510LTHH0,LT,14.61
328,20170510SKOB0,OB,38.17
329,20170510SKOB0,SK,14.2
330,20170510WONC0,NC,26.52
331,20170510WONC0,WO,17.46
332,20170511KTHT0,HT,27.71
333,20170511KTHT0,KT,13.62
334,20170511LGSS0,LG,27.93
335,20170511LGSS0,SS,17.28
336,20170511LTHH0,HH,22.79
337,20170511LTHH0,LT,16.61
338,20170511SKOB0,OB,37.86
339,20170511SKOB0,SK,16.32
340,20170511WONC0,NC,28.880000000000003
341,20170511WONC0,WO,26.84
342,20170512HHLG0,HH,26.115000000000002
343,20170512HHLG0,LG,24.81
344,20170512HTSK0,HT,26.0
345,20170512HTSK0,SK,22.3
346,20170512NCKT0,KT,8.790000000000001
347,20170512NCKT0,NC,25.21
348,20170512WOSS0,SS,18.900000000000002
349,20170512WOSS0,WO,22.389999999999997
350,20170513HHLG0,HH,15.38
351,20170513HHLG0,LG,24.390000000000004
352,20170513HTSK0,HT,36.21
353,20170513HTSK0,SK,20.4
354,20170513NCKT0,KT,12.970000000000002
355,20170513NCKT0,NC,19.69
356,20170513OBLT0,LT,20.0
357,20170513OBLT0,OB,36.17
358,20170513WOSS0,SS,14.96
359,20170513WOSS0,WO,26.07
360,20170514HHLG0,HH,20.79
361,20170514HHLG0,LG,24.490000000000002
362,20170514HTSK0,HT,30.340000000000003
363,20170514HTSK0,SK,14.4
364,20170514NCKT0,KT,8.260000000000002
365,20170514NCKT0,NC,17.0
366,20170514OBLT0,LT,14.209999999999999
367,20170514OBLT0,OB,40.17
368,20170514WOSS0,SS,16.240000000000002
369,20170514WOSS0,WO,20.13
370,20170516HHWO0,HH,18.9
371,20170516HHWO0,WO,21.610000000000003
372,20170516KTLT0,KT,9.260000000000002
373,20170516KTLT0,LT,16.17
374,20170516LGHT0,HT,29.72
375,20170516LGHT0,LG,29.16
376,20170516NCOB0,NC,26.050000000000004
377,20170516NCOB0,OB,38.99
378,20170516SSSK0,SK,11.08
379,20170516SSSK0,SS,21.43
380,20170517HHWO0,HH,18.939999999999998
381,20170517HHWO0,WO,27.199999999999996
382,20170517KTLT0,KT,12.880000000000003
383,20170517KTLT0,LT,15.27
384,20170517LGHT0,HT,28.95
385,20170517LGHT0,LG,24.57
386,20170517NCOB0,NC,26.19
387,20170517NCOB0,OB,40.11
388,20170517SSSK0,SK,9.71
389,20170517SSSK0,SS,19.29
390,20170518HHWO0,HH,21.785000000000004
391,20170518HHWO0,WO,25.419999999999998
392,20170518KTLT0,KT,5.62
393,20170518KTLT0,LT,18.25
394,20170518LGHT0,HT,29.46
395,20170518LGHT0,LG,23.860000000000003
396,20170518NCOB0,NC,18.32
397,20170518NCOB0,OB,36.31
398,20170518SSSK0,SK,25.490000000000002
399,20170518SSSK0,SS,17.25
400,20170519LTLG0,LG,24.06
401,20170519LTLG0,LT,19.0
402,20170519OBHT0,HT,35.13
403,20170519OBHT0,OB,36.2
404,20170519SKNC0,NC,24.530000000000005
405,20170519SKNC0,SK,18.93
406,20170519SSHH0,HH,19.880000000000003
407,20170519SSHH0,SS,16.55
408,20170519WOKT0,KT,11.240000000000002
409,20170519WOKT0,WO,19.92
410,20170520LTLG0,LG,26.25
411,20170520LTLG0,LT,16.31
412,20170520OBHT0,HT,27.870000000000005
413,20170520OBHT0,OB,38.190000000000005
414,20170520SKNC0,NC,27.820000000000004
415,20170520SKNC0,SK,16.51
416,20170520SSHH0,HH,20.480000000000004
417,20170520SSHH0,SS,17.44
418,20170520WOKT0,KT,8.73
419,20170520WOKT0,WO,22.490000000000002
420,20170521LTLG0,LG,28.200000000000003
421,20170521LTLG0,LT,17.209999999999997
422,20170521OBHT0,HT,26.21
423,20170521OBHT0,OB,41.97
424,20170521SKNC0,NC,32.29
425,20170521SKNC0,SK,19.93
426,20170521SSHH0,HH,26.92
427,20170521SSHH0,SS,23.380000000000003
428,20170521WOKT0,KT,12.740000000000002
429,20170521WOKT0,WO,22.89
430,20170523HTHH0,HH,16.42
431,20170523HTHH0,HT,23.310000000000002
432,20170523KTSS0,KT,12.110000000000001
433,20170523KTSS0,SS,14.480000000000002
434,20170523NCWO0,NC,28.580000000000002
435,20170523NCWO0,WO,22.909999999999997
436,20170523SKLT0,LT,17.3
437,20170523SKLT0,SK,19.11
438,20170524HTHH0,HH,22.455
439,20170524HTHH0,HT,23.430000000000003
440,20170524KTSS0,KT,8.56
441,20170524KTSS0,SS,20.849999999999998
442,20170524NCWO0,NC,29.200000000000003
443,20170524NCWO0,WO,23.63
444,20170524OBLG0,LG,29.150000000000006
445,20170524OBLG0,OB,36.03
446,20170524SKLT0,LT,17.27
447,20170524SKLT0,SK,18.46
448,20170525HTHH0,HH,24.939999999999998
449,20170525HTHH0,HT,25.610000000000003
450,20170525KTSS0,KT,9.600000000000001
451,20170525KTSS0,SS,19.27
452,20170525NCWO0,NC,23.96
453,20170525NCWO0,WO,20.43
454,20170525OBLG0,LG,28.17
455,20170525OBLG0,OB,36.03
456,20170525SKLT0,LT,18.44
457,20170525SKLT0,SK,17.88
458,20170526HHNC0,HH,20.32
459,20170526HHNC0,NC,31.020000000000003
460,20170526KTOB0,KT,13.090000000000002
461,20170526KTOB0,OB,39.78
462,20170526LGSK0,LG,24.39
463,20170526LGSK0,SK,16.02
464,20170526LTHT0,HT,23.360000000000003
465,20170526LTHT0,LT,10.0
466,20170526SSWO0,SS,16.130000000000003
467,20170526SSWO0,WO,25.49
468,20170527HHNC0,HH,26.15
469,20170527HHNC0,NC,29.44
470,20170527KTOB0,KT,9.110000000000001
471,20170527KTOB0,OB,32.480000000000004
472,20170527LGSK0,LG,23.740000000000002
473,20170527LGSK0,SK,16.0
474,20170527LTHT0,HT,21.170000000000005
475,20170527LTHT0,LT,15.99
476,20170527SSWO0,SS,15.000000000000002
477,20170527SSWO0,WO,24.569999999999997
478,20170528HHNC0,HH,13.159999999999998
479,20170528HHNC0,NC,29.09
480,20170528KTOB0,KT,13.66
481,20170528KTOB0,OB,31.130000000000003
482,20170528LGSK0,LG,24.930000000000003
483,20170528LGSK0,SK,17.259999999999998
484,20170528LTHT0,HT,18.95
485,20170528LTHT0,LT,17.09
486,20170528SSWO0,SS,13.070000000000002
487,20170528SSWO0,WO,24.319999999999997
488,20170530HTNC0,HT,21.730000000000004
489,20170530HTNC0,NC,28.610000000000003
490,20170530LTSS0,LT,14.44
491,20170530LTSS0,SS,17.29
492,20170530OBHH0,HH,26.935000000000002
493,20170530OBHH0,OB,30.36
494,20170530SKKT0,KT,6.41
495,20170530SKKT0,SK,22.080000000000002
496,20170530WOLG0,LG,26.730000000000008
497,20170530WOLG0,WO,24.889999999999997
498,20170531HTNC0,HT,24.710000000000004
499,20170531HTNC0,NC,17.67
500,20170531LTSS0,LT,16.11
501,20170531LTSS0,SS,14.980000000000002
502,20170531OBHH0,HH,23.880000000000003
503,20170531OBHH0,OB,36.17
504,20170531SKKT0,KT,3.81
505,20170531SKKT0,SK,19.89
506,20170531WOLG0,LG,18.720000000000002
507,20170531WOLG0,WO,24.29
508,20170601HTNC0,HT,24.520000000000003
509,20170601HTNC0,NC,25.650000000000002
510,20170601LTSS0,LT,8.29
511,20170601LTSS0,SS,11.750000000000002
512,20170601OBHH0,HH,18.189999999999998
513,20170601OBHH0,OB,39.67
514,20170601SKKT0,KT,11.340000000000002
515,20170601SKKT0,SK,17.79
516,20170601WOLG0,LG,22.77
517,20170601WOLG0,WO,18.05
518,20170602HTSS0,HT,18.709999999999997
519,20170602HTSS0,SS,13.96
520,20170602KTLT0,KT,11.820000000000002
521,20170602KTLT0,LT,12.89
522,20170602NCLG0,LG,21.470000000000002
523,20170602NCLG0,NC,27.810000000000002
524,20170602OBWO0,OB,37.84
525,20170602OBWO0,WO,22.400000000000002
526,20170602SKHH0,HH,23.299999999999997
527,20170602SKHH0,SK,18.23
528,20170603HTSS0,HT,20.080000000000002
529,20170603HTSS0,SS,9.610000000000001
530,20170603KTLT0,KT,10.450000000000001
531,20170603KTLT0,LT,13.33
532,20170603NCLG0,LG,22.310000000000002
533,20170603NCLG0,NC,25.07
534,20170603OBWO0,OB,25.69
535,20170603OBWO0,WO,26.7
536,20170603SKHH0,HH,17.89
537,20170603SKHH0,SK,20.310000000000002
538,20170604HTSS0,HT,11.77
539,20170604HTSS0,SS,16.0
540,20170604KTLT0,KT,13.270000000000001
541,20170604KTLT0,LT,12.68
542,20170604NCLG0,LG,21.71
543,20170604NCLG0,NC,31.720000000000002
544,20170604OBWO0,OB,35.53
545,20170604OBWO0,WO,23.419999999999998
546,20170604SKHH0,HH,27.235
547,20170604SKHH0,SK,26.18
548,20170606LTNC0,LT,15.44
549,20170606LTNC0,NC,20.03
550,20170606SSOB0,OB,41.74
551,20170606SSOB0,SS,15.810000000000002
552,20170606WOSK0,SK,18.96
553,20170606WOSK0,WO,23.109999999999996
554,20170607HHHT0,HH,18.44
555,20170607HHHT0,HT,18.82
556,20170607LGKT0,KT,12.960000000000003
557,20170607LGKT0,LG,18.540000000000003
558,20170607LTNC0,LT,16.52
559,20170607LTNC0,NC,16.31
560,20170607SSOB0,OB,34.82
561,20170607SSOB0,SS,13.910000000000002
562,20170607WOSK0,SK,16.509999999999998
563,20170607WOSK0,WO,19.64
564,20170608HHHT0,HH,16.8
565,20170608HHHT0,HT,34.76
566,20170608LTNC0,LT,12.89
567,20170608LTNC0,NC,13.040000000000001
568,20170608SSOB0,OB,43.050000000000004
569,20170608SSOB0,SS,14.930000000000001
570,20170608WOSK0,SK,14.17
571,20170608WOSK0,WO,22.54
572,20170609KTNC0,KT,13.46
573,20170609KTNC0,NC,35.88
574,20170609OBLT0,LT,9.77
575,20170609OBLT0,OB,31.240000000000002
576,20170609SKLG0,LG,18.630000000000003
577,20170609SKLG0,SK,17.11
578,20170609SSHH0,HH,24.470000000000002
579,20170609SSHH0,SS,13.08
580,20170609WOHT0,HT,31.240000000000002
581,20170609WOHT0,WO,30.959999999999997
582,20170610KTNC0,KT,11.150000000000002
583,20170610KTNC0,NC,24.080000000000002
584,20170610OBLT0,LT,14.48
585,20170610OBLT0,OB,36.71
586,20170610SKLG0,LG,19.790000000000003
587,20170610SKLG0,SK,24.220000000000002
588,20170610SSHH0,HH,16.97
589,20170610SSHH0,SS,13.21
590,20170610WOHT0,HT,25.35
591,20170610WOHT0,WO,20.78
592,20170611KTNC0,KT,10.020000000000001
593,20170611KTNC0,NC,20.84
594,20170611OBLT0,LT,17.59
595,20170611OBLT0,OB,40.480000000000004
596,20170611SKLG0,LG,19.34
597,20170611SKLG0,SK,13.72
598,20170611SSHH0,HH,22.169999999999998
599,20170611SSHH0,SS,16.560000000000002
600,20170611WOHT0,HT,28.58
601,20170611WOHT0,WO,26.759999999999998
602,20170613HHSK0,HH,26.505
603,20170613HHSK0,SK,17.94
604,20170613HTLT0,HT,25.25
605,20170613HTLT0,LT,16.36
606,20170613KTSS0,KT,10.890000000000002
607,20170613KTSS0,SS,15.959999999999999
608,20170613LGOB0,LG,18.68
609,20170613LGOB0,OB,38.970000000000006
610,20170614HHSK0,HH,21.520000000000003
611,20170614HHSK0,SK,23.09
612,20170614HTLT0,HT,34.54
613,20170614HTLT0,LT,14.53
614,20170614KTSS0,KT,12.150000000000002
615,20170614KTSS0,SS,13.770000000000001
616,20170614LGOB0,LG,19.01
617,20170614LGOB0,OB,38.36000000000001
618,20170614NCWO0,NC,22.0
619,20170614NCWO0,WO,26.65
620,20170615HHSK0,HH,12.65
621,20170615HHSK0,SK,16.88
622,20170615HTLT0,HT,35.63
623,20170615HTLT0,LT,13.36
624,20170615KTSS0,KT,11.760000000000002
625,20170615KTSS0,SS,13.47
626,20170615LGOB0,LG,17.69
627,20170615LGOB0,OB,31.060000000000002
628,20170615NCWO0,NC,28.950000000000003
629,20170615NCWO0,WO,29.61
630,20170616HHKT0,HH,22.07
631,20170616HHKT0,KT,13.64
632,20170616LGHT0,HT,28.52
633,20170616LGHT0,LG,20.31
634,20170616LTWO0,LT,13.999999999999998
635,20170616LTWO0,WO,22.34
636,20170616NCOB0,NC,24.85
637,20170616NCOB0,OB,31.51
638,20170616SKSS0,SK,20.64
639,20170616SKSS0,SS,12.460000000000003
640,20170617HHKT0,KT,6.619999999999999
641,20170617LGHT0,HT,23.58
642,20170617LGHT0,LG,19.810000000000002
643,20170617LTWO0,LT,15.62
644,20170617LTWO0,WO,24.21
645,20170617NCOB0,NC,18.97
646,20170617NCOB0,OB,36.76
647,20170617SKSS0,SK,24.37
648,20170617SKSS0,SS,11.46
649,20170618HHKT0,HH,17.235
650,20170618HHKT0,KT,10.240000000000002
651,20170618LGHT0,HT,28.76
652,20170618LGHT0,LG,20.27
653,20170618LTWO0,LT,18.64
654,20170618LTWO0,WO,23.57
655,20170618NCOB0,NC,25.12
656,20170618NCOB0,OB,38.81
657,20170618SKSS0,SK,19.09
658,20170618SKSS0,SS,19.42
659,20170620LTKT0,KT,12.57
660,20170620LTKT0,LT,16.02
661,20170620NCSK0,NC,18.73
662,20170620NCSK0,SK,15.05
663,20170620SSLG0,LG,16.88
664,20170620SSLG0,SS,12.020000000000001
665,20170620WOHH0,HH,13.630000000000003
666,20170620WOHH0,WO,19.84
667,20170621LTKT0,KT,15.049999999999999
668,20170621LTKT0,LT,13.44
669,20170621NCSK0,NC,24.709999999999997
670,20170621NCSK0,SK,19.76
671,20170621OBHT0,OB,36.43
672,20170621SSLG0,LG,20.810000000000002
673,20170621SSLG0,SS,15.010000000000002
674,20170621WOHH0,HH,18.29
675,20170621WOHH0,WO,29.789999999999996
676,20170622LTKT0,KT,14.969999999999999
677,20170622LTKT0,LT,15.79
678,20170622NCSK0,NC,24.529999999999998
679,20170622NCSK0,SK,25.62
680,20170622OBHT0,HT,32.54
681,20170622OBHT0,OB,31.060000000000002
682,20170622SSLG0,LG,21.39
683,20170622SSLG0,SS,11.05
684,20170622WOHH0,HH,19.66
685,20170622WOHH0,WO,24.740000000000002
686,20170623HHSS0,HH,14.120000000000001
687,20170623HHSS0,SS,15.360000000000001
688,20170623HTNC0,HT,22.14
689,20170623HTNC0,NC,24.84
690,20170623KTSK0,KT,11.88
691,20170623KTSK0,SK,14.04
692,20170623LGWO0,LG,16.98
693,20170623LGWO0,WO,22.1
694,20170623LTOB0,LT,10.780000000000001
695,20170623LTOB0,OB,33.07
696,20170624HHSS0,HH,18.785
697,20170624HHSS0,SS,16.09
698,20170624HTNC0,HT,24.640000000000004
699,20170624HTNC0,NC,25.34
700,20170624KTSK0,KT,12.97
701,20170624KTSK0,SK,21.01
702,20170624LGWO0,LG,18.01
703,20170624LGWO0,WO,24.01
704,20170624LTOB0,LT,20.15
705,20170624LTOB0,OB,31.56
706,20170625HHSS0,HH,21.990000000000002
707,20170625HHSS0,SS,15.500000000000002
708,20170625HTNC0,HT,22.140000000000004
709,20170625HTNC0,NC,23.05
710,20170625KTSK0,KT,8.82
711,20170625KTSK0,SK,16.98
712,20170625LGWO0,LG,17.89
713,20170625LGWO0,WO,23.4
